timestamp, p_x, p_y, p_z, q_x, q_y, q_z, q_w
DSC00712.JPG,62.7855746652931,33.72883959999308,84.01176066299752,-0.31511983281040734,-0.9486091319060959,-0.02897010445677213,0.0009689590640840794
DSC00714.JPG,65.8986845370382,31.41124734398909,83.9741817115397,-0.3150312449101039,-0.9486586250382685,-0.028295926850481788,0.0012117733137384514
DSC00716.JPG,68.85425371304154,29.132890915730968,83.92738868058825,-0.315353691159899,-0.948538355128266,-0.028697025297728888,0.0018759161632761329
DSC00718.JPG,71.64168705791235,26.813967331545427,83.8612700305996,-0.3154559521409092,-0.9485156423436906,-0.028311217473218905,0.0020232284578822874
DSC00720.JPG,74.47510326094925,24.497207317035645,83.85601210077232,-0.3153451362282685,-0.9485283988105903,-0.029053228022841805,0.0026891724462375787
DSC00722.JPG,77.38015892356634,21.92332201381214,83.84184059054132,-0.31564051912469593,-0.9483704022053037,-0.030936942739762347,0.002747450010413213
DSC00724.JPG,80.44798912666738,19.47314400342293,83.8421227184707,-0.31564703645777215,-0.9483525957363566,-0.03136941827650382,0.00320345634179654
DSC00726.JPG,83.44258641824126,17.188901592744514,83.86696299235086,-0.31580305730833336,-0.9482953204760908,-0.03146833235948193,0.003762740539992574
DSC00728.JPG,86.30541818030179,14.880993283353746,83.86856941860924,-0.31582820300306624,-0.9482444069162048,-0.03277575931645615,0.0032924977173438424
DSC00731.JPG,89.68111733347178,12.183227157220244,83.86277182252354,-0.3160508361925155,-0.9481350048387132,-0.03370400483963769,0.00399018787467041
DSC00769.JPG,66.19981389120221,38.21371147292666,83.9396807376977,-0.31603230485957956,-0.9483212722528616,-0.028463250424332634,0.0004361801670117905
DSC00771.JPG,69.36102138087153,35.65078463498503,83.97884009751908,-0.3161102445201145,-0.948292288385279,-0.028548541142319007,0.0010148384548990393
DSC00773.JPG,72.20313881523907,33.34898345824331,83.87764862134952,-0.31619511397185474,-0.948250885501145,-0.028973339147724,0.001205680410068394
DSC00775.JPG,75.13068150728941,31.11669446178712,83.85771852722098,-0.31622386235593086,-0.9482581262617613,-0.02839455837044497,0.0016564752270873957
DSC00777.JPG,77.87259319610894,28.962462457828224,83.82141283672968,-0.3163428828208475,-0.9482152223819957,-0.02851298394668101,0.0014430100880662054
DSC00779.JPG,81.01495862007141,26.38398730987683,83.90323346352068,-0.31629599959418003,-0.9482271198062211,-0.028636999803814022,0.0014464255781382659
DSC00781.JPG,83.65754934772849,24.169978335034102,83.8931782177574,-0.3163563525373132,-0.9482156749906674,-0.028353742244754565,0.00132559873209992
DSC00783.JPG,86.91111087985337,21.564461866393685,83.83985316054861,-0.31642572830374865,-0.9481474070483602,-0.02982923283363275,0.001212371011796849
DSC00785.JPG,89.89707190357149,19.09412429574877,83.87003997952593,-0.3165818445490889,-0.9480493056169126,-0.03126166931938025,0.001076035571895569
DSC00787.JPG,92.73066347278655,16.857997857034206,83.81156469973644,-0.31658635377718686,-0.9480559752399652,-0.031015240912662806,0.0010016211826822967
DSC00804.JPG,96.8917784653604,17.27558536385186,83.81021818437046,-0.3151583647523799,-0.948534885513546,-0.030810138735220014,0.0027407009188334043
DSC00835.JPG,69.45189920626581,42.59127089311369,83.93698520409328,0.31625135253624514,0.9483527489547658,0.02473838467821031,0.0003973568260375432
DSC00837.JPG,72.8609661012888,40.065414847806096,83.9182803616709,-0.31631975164515524,-0.948328173650529,-0.02480635493684728,0.00036678951226956744
DSC00839.JPG,75.73678527586162,37.81686657224782,83.92019959429194,-0.3162728561470424,-0.9483035879072993,-0.026300871744769534,0.00022309684114343414
