# Cameras (570)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
DSC00593.JPG	2693784.6009564009000000	1256208.8736556286000000	584.3164023346447500	0.9276958312297173	-1.1246145357859048	128.5893180919890100	-0.6236137352475302	0.7817325227670371	0.0004147998405313	-0.7814862067950197	-0.6234037431938749	-0.0254377978802626	-0.0196269661373122	-0.0161875205065382	0.9996763208059373
DSC00594.JPG	2693784.6675714292000000	1256208.9042198223000000	584.1384722082124200	1.0771945616139944	-1.2395531026210975	130.2801330206820600	-0.6463739951553305	0.7630206615216374	0.0003584383069288	-0.7627140284583772	-0.6461007776444818	-0.0286547713302696	-0.0216325953073292	-0.0187950849500401	0.9995893034651733
DSC00595.JPG	2693783.3330797851000000	1256210.0226171156000000	584.0880177459522400	1.2269293103324541	-1.1201298365458185	131.9600587689920100	-0.6684846251191149	0.7437204820186046	0.0028549265088863	-0.7434690000126129	-0.6681478372389569	-0.0288498459813872	-0.0195487083870512	-0.0214082278322829	0.9995796795561018
DSC00596.JPG	2693781.8239290603000000	1256211.3083858602000000	584.0232864953937900	1.3786749338952977	-1.1816932071225295	132.8385771310097400	-0.6797905630287211	0.7333973372868217	0.0036243727311631	-0.7331162822607404	-0.6793744944407164	-0.0314771820150920	-0.0206229750832624	-0.0240549779467943	0.9994978994148485
DSC00597.JPG	2693779.8107235860000000	1256212.8800521160000000	583.9718615916674500	1.4012822615044838	-1.1738522488865961	132.8783710419714600	-0.6803014878009041	0.7329215560194730	0.0039847732521630	-0.7326460285925149	-0.6798736784363995	-0.0316477196172974	-0.0204861534576945	-0.0244494190391922	0.9994911422444691
DSC00598.JPG	2693778.4146576412000000	1256213.9396791272000000	583.9166136186671600	1.4545877427319818	-1.1738044428269720	132.8661117989464300	-0.6801447238696369	0.7330629626174942	0.0046741235283085	-0.7327915844816491	-0.6796871224332912	-0.0322786200328734	-0.0204853192596488	-0.0253792914955236	0.9994679801064245
DSC00599.JPG	2693776.1540453192000000	1256215.6305991707000000	583.8740894608572500	1.6697737915636433	-1.2107181309932127	132.8831442481657600	-0.6803534099687973	0.7328509633985059	0.0069787527332218	-0.7325795411358886	-0.6797652297304747	-0.0353050755360433	-0.0211294451645156	-0.0291324200051573	0.9993522145128226
DSC00600.JPG	2693774.6155598294000000	1256216.8137428679000000	583.8625329266609500	1.6793740204750034	-1.1327520172735719	132.8614507839701000	-0.6800949186136270	0.7330799820979953	0.0080399952193246	-0.7328574825445010	-0.6795110079111373	-0.0344194771332577	-0.0197689644255869	-0.0293006821557705	0.9993751338064932
DSC00601.JPG	2693773.1422698405000000	1256217.8965188453000000	583.8571817849918900	1.7703004454147668	-1.1861356011510207	132.8588681885108000	-0.6800490607495614	0.7331164995967794	0.0085716388517424	-0.7328743170325529	-0.6794013915188519	-0.0361798927073724	-0.0207004929339450	-0.0308860360229888	0.9993085321216257
DSC00602.JPG	2693771.8144249879000000	1256218.9473050165000000	583.8431446957287100	1.8252567883160586	-1.2052368735996770	132.8422406512345600	-0.6798316177001771	0.7333122844314697	0.0090589777049824	-0.7330665391452137	-0.6791458117947968	-0.0370731102990521	-0.0210338004368964	-0.0318443059821668	0.9992714943476048
